word;Quality;Difficulty;NumOfMarks
колотун;1;4;3
конторка;1;4;3
конунг;1;4;3
локализаци€;1;4;4
месси€;1;4;4
мутаген;1;4;3
обделка;1;4;3
пилигрим;1;4;4
подложка;1;4;4
пыхтение;1;4;3
серийность;1;4;3
таймень;1;4;3
трафик;1;4;4
туф;1;4;3
хлопоты;1;4;4
хулахуп;1;4;3
шваль;1;4;3
шлакоблок;1;4;3
гаспачо;2;4;3
квадратичность;2;4;3
лохотрон;2;4;3
лютеранец;2;4;3
марина;2;4;4
мурлыка;2;4;3
скелетон;2;4;3
спортлото;2;4;3
абстракционизм;0;4;3
абстракци€;0;4;3
аквамарин;0;4;3
акклиматизаци€;0;4;3
аккредитаци€;0;4;3
амбал;0;4;3
амбидекстр;0;4;3
аммиак;0;4;3
анклав;0;4;3
антрополог;0;4;3
артикул€ци€;0;4;3
атрибут;0;4;3
аул;0;4;3
балетмейстер;0;4;3
барельеф;0;4;3
бариста;0;4;3
барщина;0;4;3
безработица;0;4;3
белила;0;4;3
беспечность;0;4;3
благословение;0;4;3
богема;0;4;3
болид;0;4;3
борона;0;4;3
борщевик;0;4;3
брокер;0;4;3
бульдозер;0;4;4
буржуйка;0;4;3
вариаци€;0;4;3
ватага;0;4;3
великодушие;0;4;3
велорикша;0;4;3
вельвет;0;4;3
весельчак;0;4;3
внушение;0;4;3
возведение;0;4;4
возда€ние;0;4;3
возница;0;4;3
всполох;0;4;3
выдача;0;4;3
выступ;0;4;3
вычурность;0;4;3
героин;0;4;3
герпес;0;4;3
гильза;0;4;3
грациозность;0;4;3
гриль€ж;0;4;3
декупаж;0;4;3
дельтаплан;0;4;3
деспот;0;4;3
диапазон;0;4;3
догматика;0;4;3
доминирование;0;4;3
драпировка;0;4;3
дрофа;0;4;3
жаргонизм;0;4;3
забытье;0;4;3
завал;0;4;3
зав€зка;0;4;3
загл€денье;0;4;3
задаток;0;4;3
заземление;0;4;3
закладна€;0;4;3
заклание;0;4;3
застенок;0;4;3
заступ;0;4;3
затвор;0;4;3
звукоизол€ци€;0;4;3
звучание;0;4;3
зомбирование;0;4;3
иглоукалывание;0;4;4
игнорирование;0;4;3
ижица;0;4;3
изворотливость;0;4;3
издержки;0;4;3
излом;0;4;3
изощрЄнность;0;4;3
изразец;0;4;3
иконопись;0;4;4
имбецил;0;4;3
индивидуальность;0;4;3
инсталл€ци€;0;4;3
интерьер;0;4;4
инфраструктура;0;4;3
исчисление;0;4;3
кабала;0;4;3
кадриль;0;4;3
капелла;0;4;3
каракуль;0;4;3
карбюратор;0;4;3
катаракта;0;4;3
качение;0;4;3
квакер;0;4;3
квантор;0;4;3
квота;0;4;3
кегль;0;4;3
китель;0;4;3
кларнетист;0;4;3
клинопись;0;4;3
клирос;0;4;3
коалици€;0;4;3
коварство;0;4;3
кожух;0;4;3
колкость;0;4;3
коллапс;0;4;3
компаньон;0;4;3
конвульси€;0;4;3
конокрад;0;4;4
кордебалет;0;4;3
корсар;0;4;3
корысть;0;4;4
костюмер;0;4;3
курьез;0;4;3
лаванда;0;4;3
лаконичность;0;4;3
лакрица;0;4;3
лацкан;0;4;3
лачуга;0;4;3
лейкоцит;0;4;3
леность;0;4;3
лесничество;0;4;3
лобстер;0;4;3
любезность;0;4;3
мавр;0;4;3
мазурка;0;4;3
малокровие;0;4;3
мангуст;0;4;3
месторождение;0;4;3
металловедение;0;4;3
милосердие;0;4;3
мистика;0;4;4
монтировка;0;4;3
мотиваци€;0;4;4
нерпа;0;4;3
никчЄмность;0;4;3
обледенение;0;4;3
обозначение;0;4;3
окружение;0;4;3
палиндром;0;4;3
палица;0;4;3
парадигма;0;4;3
полураспад;0;4;3
портал;0;4;3
постмодернизм;0;4;3
прот€женность;0;4;3
прохвост;0;4;3
пульмонолог;0;4;3
рапира;0;4;3
регент;0;4;3
саботаж;0;4;3
самса;0;4;3
св€тки;0;4;3
секвой€;0;4;3
совместимость;0;4;3
спонтанность;0;4;3
суверенитет;0;4;3
сум€тица;0;4;3
сусло;0;4;3
тарантас;0;4;3
терм;0;4;3
терминологи€;0;4;3
терпимость;0;4;3
терпкость;0;4;3
тиранозавр;0;4;3
толмач;0;4;3
топчан;0;4;3
тотализатор;0;4;3
трактовка;0;4;3
треволнение;0;4;3
трепанаци€;0;4;3
триггер;0;4;3
тромбон;0;4;3
туба;0;4;3
тюбетейка;0;4;3
унитарность;0;4;3
унтер-офицер;0;4;3
унци€;0;4;3
упреждение;0;4;3
ухажЄр;0;4;3
фантом;0;4;3
химера;0;4;3
хиппи;0;4;3
ходатайство;0;4;3
шлиц;0;4;3
шпик;0;4;3
шпиц;0;4;3
шумовка;0;4;3
шхуна;0;4;3
эвфемизм;0;4;3
эклектика;0;4;3
эмульси€;0;4;3
эндокринолог;0;4;3
эпителий;0;4;3
€нычар;0;4;3
€хонт;0;4;3
€шма;0;4;3
апробаци€;1;4;3
бином;1;4;3
блистер;1;4;3
брандмауэр;1;4;3
бунгало;1;4;3
возгонка;1;4;3
втулка;1;4;3
выродок;1;4;3
горемыка;1;4;3
горница;1;4;3
грум;1;4;3
демиург;1;4;3
дроги;1;4;3
закуток;1;4;3
зимник;1;4;3
игуана;1;4;3
катана;1;4;3
кибитка;1;4;3
клЄш;1;4;3
колорит;1;4;3
компил€тор;1;4;3
кринолин;1;4;3
курабье;1;4;3
пальпаци€;1;4;3
светлица;1;4;3
табакокурение;1;4;3
тарантул;1;4;3
траверс;1;4;3
трезвомыслие;1;4;3
уточница;1;4;3
финифть;1;4;3
эмиссар;1;4;3
юз;1;4;3
агорафоби€;2;4;3
апарт;2;4;3
баклага;2;4;3
балетки;2;4;3
бандура;2;4;3
безбашенность;2;4;3
билингва;2;4;3
богобо€знь;2;4;3
бос€к;2;4;3
бультерьер;2;4;3
витиеватость;2;4;3
водобо€знь;2;4;3
вразумление;2;4;3
всепрощение;2;4;3
выгон;2;4;3
выкормыш;2;4;3
выпендреж;2;4;3
гоноре€;2;4;3
городничий;2;4;3
гурьба;2;4;3
гусарство;2;4;3
девиант;2;4;3
землеройка;2;4;3
земство;2;4;3
изотерма;2;4;3
индикаци€;2;4;3
ипохондрик;2;4;3
йети;2;4;3
катышек;2;4;3
квазар;2;4;3
ловкач;2;4;3
лычка;2;4;3
молокоотсос;2;4;3
оттоманка;2;4;3
перигелий;2;4;3
плойка;2;4;3
придел;2;4;3
схима;2;4;3
тарантелла;2;4;3
требушет;2;4;3
трЄхвЄрстка;2;4;3
урезонивание;2;4;3
эполет;2;4;3
ювенильность;2;4;3
€ство;2;4;3
аврора;0;5;3
администратор;0;5;3
актини€;0;5;3
амбициозность;0;5;3
армеец;0;5;3
атолл;0;5;3
аудиенци€;0;5;3
аут;0;5;3
аэробус;0;5;3
балласт;0;5;3
баскетболистка;0;5;3
баул;0;5;3
безрадостность;0;5;3
безрассудство;0;5;3
бисероплетение;0;5;3
бистро;0;5;3
биточек;0;5;3
боровик;0;5;3
боцман;0;5;3
брага;0;5;3
брем€;0;5;3
брон€;0;5;4
брус;0;5;3
варан;0;5;3
василиск;0;5;3
ватерлини€;0;5;3
венгерка;0;5;3
вербовка;0;5;3
взаимовыручка;0;5;3
виконт;0;5;3
виночерпий;0;5;3
вице-президент;0;5;3
владыка;0;5;3
водосток;0;5;3
вьюн;0;5;3
гимнастЄрка;0;5;3
гламур;0;5;3
глобальность;0;5;3
голеностоп;0;5;3
головогрудь;0;5;3
горбуша;0;5;3
горн;0;5;3
государь;0;5;3
громада;0;5;3
гумус;0;5;3
дагестанец;0;5;3
девальваци€;0;5;3
дезинфекци€;0;5;3
дельфинарий;0;5;3
десница;0;5;3
джихад;0;5;3
диадема;0;5;3
диорама;0;5;3
дистрофи€;0;5;3
дичь;0;5;3
домострой;0;5;3
домра;0;5;3
дотошность;0;5;3
дрозофила;0;5;3
жгутик;0;5;3
животноводство;0;5;3
жмых;0;5;3
журавлЄнок;0;5;3
зажим;0;5;3
заклЄпка;0;5;3
земноводное;0;5;3
знать;0;5;3
иволга;0;5;3
изморось;0;5;3
икебана;0;5;3
иноходь;0;5;3
инструктаж;0;5;3
интервьюер;0;5;3
интерференци€;0;5;3
йодид;0;5;3
кальмар;0;5;3
камбала;0;5;3
карантин;0;5;3
карликовость;0;5;3
карп;0;5;3
каучук;0;5;3
кладова€;0;5;3
клонирование;0;5;3
коллектор;0;5;3
комментирование;0;5;3
конкистадор;0;5;3
корги;0;5;3
корневище;0;5;3
косогор;0;5;3
костоправ;0;5;3
котомка;0;5;3
кремний;0;5;3
курилка;0;5;3
курник;0;5;3
ладушка;0;5;3
ламбада;0;5;3
лепрекон;0;5;3
лигр;0;5;3
логистика;0;5;3
ложноножка;0;5;3
лубок;0;5;3
л€гушатник;0;5;3
магноли€;0;5;3
макушка;0;5;3
манипул€тор;0;5;3
манифест;0;5;3
манифестаци€;0;5;3
мануфактура;0;5;3
мастика;0;5;3
маффин;0;5;3
метрика;0;5;3
мифологи€;0;5;3
могильник;0;5;3
молокозавод;0;5;3
мольба;0;5;3
морилка;0;5;3
морока;0;5;3
мурлыканье;0;5;3
мученичество;0;5;3
м€соед;0;5;3
навет;0;5;3
наган;0;5;3
накопление;0;5;3
напыщенность;0;5;3
нарост;0;5;3
неотразимость;0;5;3
нищенство;0;5;3
новшество;0;5;3
нумизмат;0;5;3
нут;0;5;3
нутри€;0;5;3
обв€зка;0;5;3
обжорство;0;5;3
обломок;0;5;3
обогащение;0;5;3
обоюдность;0;5;3
овцеводство;0;5;3
овчина;0;5;3
одурь;0;5;3
окази€;0;5;3
окантовка;0;5;3
окучивание;0;5;3
опара;0;5;3
опоссум;0;5;3
организатор;0;5;3
основа;0;5;3
отбивка;0;5;3
офшор;0;5;3
папуас;0;5;3
параллелепипед;0;5;3
пейс;0;5;3
перекупщик;0;5;3
перенаселение;0;5;3
перепутье;0;5;3
плакальщица;0;5;3
пластичность;0;5;3
пленэр;0;5;3
пле€да;0;5;3
пловчиха;0;5;3
побережье;0;5;3
поветрие;0;5;3
повитуха;0;5;3
подельник;0;5;3
подметальщик;0;5;3
подслушивание;0;5;3
поимка;0;5;3
полонез;0;5;3
портье;0;5;3
пособие;0;5;3
посто€нство;0;5;3
правдоруб;0;5;3
презрение;0;5;3
преображение;0;5;3
пресность;0;5;3
префикс;0;5;3
приворот;0;5;3
привратник;0;5;3
примитивность;0;5;3
проводка;0;5;3
произвол;0;5;3
происхождение;0;5;3
пролог;0;5;3
прообраз;0;5;3
прорва;0;5;3
прорыв;0;5;3
просо;0;5;3
протекци€;0;5;3
противоречие;0;5;3
работоспособность;0;5;3
разветвление;0;5;3
рампа;0;5;3
ранчо;0;5;3
раскоп;0;5;3
расписка;0;5;3
ратуша;0;5;3
рафинад;0;5;3
революционер;0;5;3
регламент;0;5;3
резюме;0;5;4
романс;0;5;3
рудник;0;5;4
сабо;0;5;3
самобытность;0;5;3
самосознание;0;5;3
сверхпроводимость;0;5;3
свечение;0;5;3
своевременность;0;5;3
секира;0;5;3
синтетика;0;5;3
сип;0;5;3
слепок;0;5;3
смешинка;0;5;3
соединитель;0;5;3
созвучие;0;5;3
сольфеджио;0;5;3
сол€рка;0;5;3
соразмерность;0;5;3
сочленение;0;5;3
спойлер;0;5;3
статуэтка;0;5;3
створка;0;5;3
стетоскоп;0;5;3
страховщик;0;5;3
стрессоустойчивость;0;5;3
структура;0;5;3
сцепление;0;5;3
тан;0;5;3
ткач;0;5;3
толстолобик;0;5;3
тор;0;5;3
торнадо;0;5;3
торс;0;5;3
трепло;0;5;3
троп;0;5;3
труд€га;0;5;3
турне;0;5;3
угловой;0;5;3
угрюмость;0;5;3
удовлетворение;0;5;3
удон;0;5;3
уздечка;0;5;3
уклад;0;5;3
упущение;0;5;3
уроженец;0;5;3
ухват;0;5;3
фазан;0;5;3
фактура;0;5;3
фанфары;0;5;3
фикци€;0;5;3
фланг;0;5;4
фонетика;0;5;3
форель;0;5;3
фурункул;0;5;3
фьорд;0;5;3
хандра;0;5;3
хворь;0;5;3
херес;0;5;3
хлороформ;0;5;3
хорал;0;5;3
хризантема;0;5;4
хумус;0;5;3
чак-чак;0;5;3
чернь;0;5;3
черпак;0;5;3
чревовещатель;0;5;3
чревоугодие;0;5;3
шагомер;0;5;3
шаровары;0;5;3
шербет;0;5;3
шпатель;0;5;3
штакетник;0;5;3
экспромт;0;5;3
энтомолог;0;5;3
€зь;0;5;3
зверЄныш;1;5;3
зенитовец;1;5;3
карбонара;1;5;3
контра;1;5;3
красотища;1;5;3
тусовка;1;5;3
урывок;1;5;3
чайхана;1;5;3
четвертушка;1;5;3
чуйка;1;5;3
каракули;2;5;3
крылечко;2;5;3
массонство;2;5;3
междоусобица;2;5;3
приставочка;2;5;3
разъезд;2;5;3
сандали;2;5;3
тройн€шки;2;5;3
хавчик;2;5;3
адепт;0;5;3
аллитераци€;0;5;3
антифашизм;0;5;3
апперкот;0;5;3
асимметричность;0;5;3
ассириец;0;5;3
афера;0;5;3
аэробика;0;5;3
бедлам;0;5;3
безудержность;0;5;3
бемоль;0;5;3
бесприданница;0;5;3
биопси€;0;5;3
бодрость;0;5;3
брешь;0;5;3
брошюра;0;5;3
вазон;0;5;3
веб-мастер;0;5;3
ветвление;0;5;3
взаимодействие;0;5;3
взбивание;0;5;3
видеоблог;0;5;3
вн€тность;0;5;3
волан;0;5;3
вольность;0;5;3
воспри€тие;0;5;3
вулканизаци€;0;5;3
выговор;0;5;3
вымысел;0;5;3
вычет;0;5;3
гениальность;0;5;3
генотип;0;5;3
гештальт;0;5;3
глумление;0;5;3
гобой;0;5;3
гран-при;0;5;3
дворн€;0;5;3
девайс;0;5;3
диван-кровать;0;5;3
дистрибутив;0;5;3
дуралей;0;5;3
Ємкость;0;5;3
житница;0;5;3
заклад;0;5;3
закономерность;0;5;3
запущенность;0;5;3
зевака;0;5;3
землевладелец;0;5;3
зодчий;0;5;3
игромани€;0;5;3
изверг;0;5;3
изобретательность;0;5;3
изыск;0;5;3
инвентаризаци€;0;5;3
индустриализаци€;0;5;3
испарина;0;5;3
каление;0;5;3
камео;0;5;3
канцел€ризм;0;5;3
капрал;0;5;3
киноа;0;5;3
кинокомеди€;0;5;3
кислица;0;5;3
колба;0;5;4
контейнер;0;5;3
контрибуци€;0;5;3
корабел;0;5;3
кормЄжка;0;5;3
коррел€ци€;0;5;3
крап;0;5;3
лимфа;0;5;3
л€сы;0;5;3
мазок;0;5;3
манга;0;5;3
маргинал;0;5;3
массажер;0;5;3
массив;0;5;3
махание;0;5;3
межевание;0;5;3
механизаци€;0;5;3
мишура;0;5;3
мокрица;0;5;3
мстительность;0;5;3
мукомол;0;5;3
мустанг;0;5;3
набивка;0;5;3
надобность;0;5;3
насыщенность;0;5;3
начос;0;5;3
неведение;0;5;3
недочЄт;0;5;3
незабудка;0;5;3
нейрон;0;5;3
ненормальность;0;5;3
неофашист;0;5;3
непреложность;0;5;3
нерешительность;0;5;3
несогласованность;0;5;3
неув€зка;0;5;3
неуклюжесть;0;5;3
неуч;0;5;3
нитрат;0;5;3
обучаемость;0;5;3
обществовед;0;5;3
огнетушитель;0;5;3
оздоровление;0;5;3
оконечность;0;5;3
омич;0;5;3
опал;0;5;3
особенность;0;5;3
осторожность;0;5;3
отвержение;0;5;3
отскок;0;5;3
пашн€;0;5;3
первопроходец;0;5;3
перегородка;0;5;3
перемотка;0;5;3
перестук;0;5;3
перечень;0;5;3
плебей;0;5;3
повозка;0;5;3
подвид;0;5;3
подводник;0;5;3
поддон;0;5;3
подмастерье;0;5;3
подработка;0;5;3
поединок;0;5;3
пойма;0;5;3
показание;0;5;3
помысел;0;5;3
поправка;0;5;3
попрошайка;0;5;3
поршень;0;5;3
постой;0;5;3
потливость;0;5;3
почвовед;0;5;3
поэтичность;0;5;3
предбанник;0;5;3
председатель;0;5;3
преемник;0;5;3
прикрытие;0;5;3
припадок;0;5;3
приход;0;5;3
прокрастинаци€;0;5;3
промывка;0;5;3
прохождение;0;5;3
психоз;0;5;3
пь€нь;0;5;3
распад;0;5;3
распор€жение;0;5;3
расправа;0;5;3
распутница;0;5;3
распутье;0;5;3
ребус;0;5;3
резервуар;0;5;3
рента;0;5;3
рессора;0;5;3
рогожа;0;5;3
рухл€дь;0;5;3
рушник;0;5;3
самарит€нин;0;5;3
самосто€тельность;0;5;3
самоучитель;0;5;3
сверток;0;5;3
св€тоша;0;5;3
сквер;0;5;3
скороварка;0;5;3
сладострастие;0;5;3
слезливость;0;5;3
словообразование;0;5;3
слоновник;0;5;3
смешивание;0;5;3
смирение;0;5;3
солнцепЄк;0;5;3
софит;0;5;3
статика;0;5;3
стерильность;0;5;3
стимул€ци€;0;5;3
стремнина;0;5;3
съем;0;5;3
съемка;0;5;3
сыч;0;5;3
таксофон;0;5;3
талиб;0;5;3
тать;0;5;3
технолог;0;5;3
тирани€;0;5;3
триада;0;5;3
увлечЄнность;0;5;3
узбек;0;5;3
унификаци€;0;5;3
усадьба;0;5;3
утаптывание;0;5;3
утешение;0;5;3
ушат;0;5;3
ущемление;0;5;3
фалда;0;5;3
фат;0;5;3
фельдшер;0;5;3
феномен;0;5;3
фонема;0;5;3
форзац;0;5;3
формул€р;0;5;3
хамство;0;5;3
хлор;0;5;3
хореографи€;0;5;3
численность;0;5;3
чуваш;0;5;3
шелушение;0;5;3
шифер;0;5;3
щиколотка;0;5;3
экспортер;0;5;3
€гн€тина;0;5;3
гестаповец;1;5;3
кольт;1;5;3
легкотн€;1;5;3
тютелька;1;5;3
франкофил;1;5;3
беретка;2;5;3
кузов;2;5;3
лобок;2;5;3
ничегонеделание;2;5;3
шЄрстка;2;5;4
айва;0;5;3
аксессуар;0;5;3
алтын;0;5;3
анорекси€;0;5;3
арендодатель;0;5;3
аскетизм;0;5;3
балабол;0;5;3
барин;0;5;3
бастурма;0;5;3
батат;0;5;3
белЄк;0;5;3
бергамот;0;5;3
бесталанность;0;5;3
бесчувственность;0;5;3
благородство;0;5;3
блажь;0;5;3
бле€ние;0;5;3
блиндаж;0;5;3
боеприпас;0;5;3
бровка;0;5;3
велопробег;0;5;3
верховье;0;5;3
вист;0;5;3
владение;0;5;3
воевода;0;5;3
вольфрам;0;5;3
воплощение;0;5;3
вотчина;0;5;3
встр€хивание;0;5;3
вторичность;0;5;3
выжимка;0;5;3
газонокосилка;0;5;3
гангстер;0;5;3
геодези€;0;5;3
голенище;0;5;3
гонор;0;5;3
городище;0;5;3
гравировка;0;5;3
двор€нство;0;5;3
демагог;0;5;3
диковина;0;5;3
диоксид;0;5;3
директори€;0;5;3
доблесть;0;5;3
дородность;0;5;3
драгун;0;5;3
душевнобольной;0;5;3
душок;0;5;3
евроцент;0;5;3
егоза;0;5;3
есаул;0;5;3
жабо;0;5;3
жухлость;0;5;3
замарашка;0;5;3
затон;0;5;3
звукопись;0;5;3
звукорежиссЄр;0;5;3
игумен;0;5;3
иждивенец;0;5;3
изгородь;0;5;3
изготовление;0;5;3
издержка;0;5;3
изменник;0;5;3
инквизитор;0;5;3
исцеление;0;5;3
клаустрофоби€;0;5;4
коврига;0;5;3
кольщик;0;5;3
кома;0;5;3
комитет;0;5;3
кондуит;0;5;3
конфиденциальность;0;5;3
концертмейстер;0;5;3
коптильн€;0;5;3
копьеносец;0;5;3
коробейник;0;5;3
коррупци€;0;5;3
крит€нин;0;5;3
кулон;0;5;3
купальн€;0;5;3
легион;0;5;3
лепнина;0;5;3
ликвидаци€;0;5;3
лобзание;0;5;3
майдан;0;5;3
макаронник;0;5;3
маракуй€;0;5;3
марионетка;0;5;3
мешковатость;0;5;3
мзда;0;5;3
мириада;0;5;3
мистификаци€;0;5;3
митрополит;0;5;3
молитвенник;0;5;3
монетизаци€;0;5;3
намЄк;0;5;3
напасть;0;5;3
негодование;0;5;3
недоговоренность;0;5;3
неизменность;0;5;3
неоклассицизм;0;5;3
неологизм;0;5;3
неопределенность;0;5;3
нервотрепка;0;5;3
несамосто€тельность;0;5;3
нимфоманка;0;5;3
обезвоживание;0;5;3
облицовка;0;5;3
однобокость;0;5;3
омуль;0;5;3
опрелость;0;5;3
отголосок;0;5;3
отжиг;0;5;3
оторопь;0;5;3
официоз;0;5;3
падуча€;0;5;3
папай€;0;5;3
пасси€;0;5;3
перекупка;0;5;3
перемычка;0;5;3
перепад;0;5;3
перепалка;0;5;3
персона;0;5;3
перфокарта;0;5;3
пигмент;0;5;3
пилинг;0;5;3
пипетка;0;5;3
погибель;0;5;3
подбрюшина;0;5;3
подпоручик;0;5;3
подсвинок;0;5;3
подсечка;0;5;3
подтанцовка;0;5;3
покладистость;0;5;3
поклажа;0;5;3
полог;0;5;3
полушубок;0;5;3
понтон;0;5;3
послевкусие;0;5;3
по€снение;0;5;3
праздность;0;5;3
предшественник;0;5;3
прелюбоде€ние;0;5;3
преувеличение;0;5;3
прилунение;0;5;3
прима;0;5;3
примесь;0;5;3
приношение;0;5;3
прискорбие;0;5;3
присыпка;0;5;3
продукци€;0;5;3
проплешина;0;5;3
прореха;0;5;3
просторечие;0;5;3
радиопередатчик;0;5;3
радиотелефон;0;5;3
развенчание;0;5;3
разжатие;0;5;3
разлучница;0;5;3
рассеивание;0;5;3
реб€чество;0;5;3
регги;0;5;3
регистр;0;5;3
реконструкци€;0;5;3
рефлекс;0;5;3
романтизм;0;5;3
роптание;0;5;3
рудимент;0;5;3
саван;0;5;3
самодержавие;0;5;3
самообладание;0;5;3
самоопределение;0;5;3
свать€;0;5;3
свертка;0;5;3
сверхчеловек;0;5;3
свистулька;0;5;3
св€тилище;0;5;3
сел€нка;0;5;3
сервировка;0;5;3
се€тель;0;5;3
силикон;0;5;3
склейка;0;5;3
скрутка;0;5;3
сладкоежка;0;5;3
слобода;0;5;3
соображение;0;5;3
сопло;0;5;3
сочельник;0;5;3
спиртовка;0;5;3
сплачивание;0;5;3
спонсирование;0;5;3
старлетка;0;5;3
стоп-кран;0;5;3
стрелочник;0;5;3
стропило;0;5;3
сумбур;0;5;3
тавтологи€;0;5;3
таит€нка;0;5;3
тембр;0;5;3
токсикоманка;0;5;3
тотем;0;5;3
тромбоцит;0;5;3
трупоед;0;5;3
т€желоатлет;0;5;3
угнетатель;0;5;3
удержание;0;5;3
улан;0;5;3
умл€ут;0;5;3
упитанность;0;5;3
употребление;0;5;3
услада;0;5;3
фельетон;0;5;3
формальность;0;5;3
цикличность;0;5;3
чабан;0;5;3
чертовщина;0;5;3
шансонье;0;5;3
экзорцизм;0;5;3
эксплуататор;0;5;3
электросамокат;0;5;3
эмансипаци€;0;5;3
эпатаж;0;5;3
юнкер;0;5;3
€русность;0;5;3
€хтсмен;0;5;3
ведьмак;1;5;3
изменщик;1;5;3
комбикорм;1;5;3
массовик-затейник;1;5;3
местечковость;1;5;3
мыслепреступление;1;5;3
наниматель;1;5;3
передок;1;5;3
хитрюга;1;5;3
вишлист;2;5;3
каль€нна€;2;5;3
каннабис;2;5;3
мини-пиг;2;5;3
мракоборец;2;5;3
пиарщица;2;5;3
рубилово;2;5;3
сандаль;2;5;3
чудачка;2;5;3
автоблокировка;0;5;3
ажиотажность;0;5;3
аллергологи€;0;5;3
архивариус;0;5;3
ассигнаци€;0;5;3
ассимил€ци€;0;5;3
ацетон;0;5;3
баламут;0;5;3
балык;0;5;3
безвестность;0;5;3
безграмотность;0;5;3
безнаказанность;0;5;3
безрезультатность;0;5;3
безропотность;0;5;3
бессмысленность;0;5;3
блинопЄк;0;5;3
блюститель;0;5;3
бракодел;0;5;3
бридж;0;5;3
бр€цание;0;5;3
буржуа;0;5;3
верноподданный;0;5;3
верстка;0;5;3
вешенка;0;5;3
волопас;0;5;3
воротила;0;5;3
гагара;0;5;3
гематоген;0;5;3
геолокаци€;0;5;3
геральдика;0;5;3
горгуль€;0;5;3
грехопадение;0;5;3
гробовщик;0;5;3
гурман;0;5;3
деликатность;0;5;3
диаспора;0;5;3
дуновение;0;5;3
заседание;0;5;3
затирка;0;5;3
зимовье;0;5;3
измор;0;5;3
инвестици€;0;5;3
каторжанин;0;5;3
кепи;0;5;3
кинопроба;0;5;3
клуша;0;5;3
колышек;0;5;3
комиссариат;0;5;3
комплект;0;5;3
конвертаци€;0;5;3
конспираци€;0;5;3
конструкт;0;5;3
контрфорс;0;5;3
конфитюр;0;5;3
конькобежец;0;5;3
крестец;0;5;3
кулиса;0;5;3
купюроприемник;0;5;3
ло€льность;0;5;3
миноносец;0;5;3
мормон;0;5;3
м€гкотелость;0;5;3
набалдашник;0;5;3
наваждение;0;5;3
навар;0;5;3
наливка;0;5;3
нахлебник;0;5;3
невмешательство;0;5;3
недисциплинированность;0;5;3
недоносок;0;5;3
недоросль;0;5;3
нумизматика;0;5;3
образина;0;5;3
обстановка;0;5;3
обух;0;5;3
опережение;0;5;3
ортодокс;0;5;3
отара;0;5;3
отказник;0;5;3
отруб;0;5;3
отсечка;0;5;3
панибратство;0;5;3
паперть;0;5;3
параллель;0;5;3
переутомление;0;5;3
пижонство;0;5;3
пискл€;0;5;3
побратим;0;5;3
побуждение;0;5;3
полиэтилен;0;5;3
полупроводник;0;5;3
помешательство;0;5;3
портной;0;5;3
порыв;0;5;3
поселение;0;5;3
потасовка;0;5;3
предзаказ;0;5;3
предусмотрительность;0;5;3
приватизаци€;0;5;3
прикуп;0;5;3
провидение;0;5;3
прокрутка;0;5;3
протеже;0;5;3
процеживание;0;5;3
пр€лка;0;5;3
психопат;0;5;3
пульсар;0;5;3
пурген;0;5;3
разброд;0;5;3
раздражительность;0;5;3
разминка;0;5;4
разработчик;0;5;3
распутица;0;5;3
расслоение;0;5;3
рассрочка;0;5;3
расчЄтливость;0;5;3
редут;0;5;3
резонанс;0;5;3
респондент;0;5;3
рикша;0;5;3
робототехника;0;5;3
рутина;0;5;3
саммит;0;5;3
сверка;0;5;3
светоотражатель;0;5;3
скрижаль;0;5;3
слюнт€йство;0;5;3
созерцательность;0;5;3
сопереживание;0;5;3
спецзаказ;0;5;3
стажировка;0;5;3
стенд;0;5;3
стилизаци€;0;5;3
суета;0;5;3
сущность;0;5;3
сюртук;0;5;3
талер;0;5;3
типун;0;5;3
тубус;0;5;3
увечье;0;5;3
уклонист;0;5;3
успокоение;0;5;3
феминизм;0;5;3
фонотека;0;5;3
фотокопи€;0;5;3
шайтан;0;5;3
шарлатан;0;5;3
шл€гер;0;5;3
эвтанази€;0;5;3
эквилибристика;0;5;3
элеватор;0;5;3
электромагнетизм;0;5;3
электропоезд;0;5;3
электроприбор;0;5;3
эмбрион;0;5;3
энергетика;0;5;3
эпилепси€;0;5;3
€зва;0;5;3
бичевание;1;5;3
блюзмен;1;5;3
болоньезе;1;5;3
злободневность;1;5;3
релиз;1;5;3
толкач;1;5;3
армагеддон;2;5;3
бормотун;2;5;3
бубенцы;2;5;3
валютчик;2;5;3
контрагент;2;5;3
наболдашник;2;5;3
обин€к;2;5;3
самооотвод;2;5;3
стелла;2;5;3
автомагистраль;0;5;3
адъютант;0;5;3
акростих;0;5;3
амортизаци€;0;5;3
ассасин;0;5;3
аэроплан;0;5;4
барбекю;0;5;3
белоручка;0;5;3
бескрайность;0;5;3
бигль;0;5;3
благоразумие;0;5;3
варварство;0;5;3
верзила;0;5;3
вод€нка;0;5;3
вооружЄнность;0;5;3
востоковед;0;5;3
впрыск;0;5;3
встраивание;0;5;3
выгрузка;0;5;3
выживаемость;0;5;3
выписка;0;5;3
выражение;0;5;3
выточка;0;5;3
глинозем;0;5;3
гнус;0;5;3
гогот;0;5;3
грызн€;0;5;3
двусмысленность;0;5;3
деловитость;0;5;3
дефибрилл€тор;0;5;3
дива;0;5;3
дифференциал;0;5;3
домен;0;5;3
домна;0;5;3
драматичность;0;5;3
дробовик;0;5;3
единовластие;0;5;3
заговорщик;0;5;3
звукозапись;0;5;3
